crop,region,month,year,yield,price
Rice,Maharashtra,4,2015,2.16574343840296,1606.5581021709547
Wheat,Punjab,2,2018,2.7905576604850557,1759.1009653497906
Barley,Gujarat,2,2019,4.063349887065913,2204.476866498801
Groundnut,Haryana,7,2018,3.794476052976397,1896.5114129334613
Rice,MP,5,2020,4.519124872911358,2000.4580369952182
Maize,TN,3,2023,2.234969636636977,1948.885872777801
Wheat,Maharashtra,6,2015,4.1190814931300235,1867.9288605242118
Wheat,AP,6,2024,1.6380504071640587,1548.8647240751764
Maize,Haryana,1,2016,2.549301579267497,1575.8031504463308
Cotton,Gujarat,3,2015,3.7067278344588805,1592.8585791262524
Maize,Bihar,12,2021,4.930156353149984,2215.931456917092
Wheat,Punjab,5,2016,4.962807065498152,2105.7301706587054
Wheat,MP,11,2023,3.037019298237814,1771.119120942426
Groundnut,Gujarat,11,2022,4.176367116293163,2106.4373944446534
Jowar,Punjab,7,2024,3.6017415742360206,1871.1121184642448
Rice,TN,4,2015,3.981836199549951,1817.7892302155042
Maize,Haryana,12,2017,4.061816973193747,1849.2883825230267
Rice,WB,8,2020,3.4156144157839803,1760.846378010655
Maize,UP,3,2017,4.348782250723953,1900.2708467567663
Soybean,Haryana,6,2023,3.545726921213909,2084.5424491862937
Wheat,MP,6,2024,1.8521546976772607,1799.7615086248375
Jowar,WB,9,2024,4.962213775478908,2431.2573959604165
Groundnut,WB,4,2016,2.563483779873868,1813.278651857847
Jowar,TN,7,2020,4.8746571449952985,1972.6336570361507
Jowar,UP,10,2016,2.524167168853629,1302.2501510568766
Jowar,WB,1,2017,4.486032166465931,1914.2796873059149
Rice,Maharashtra,11,2024,3.913550828777722,2089.3937417241154
Maize,Gujarat,1,2023,2.7490453498136587,1888.5877208322677
Bajra,WB,2,2023,4.783014164510117,2381.754671153624
Soybean,WB,4,2016,3.541012519986125,1665.1411329956532
Barley,Gujarat,12,2022,4.404169351850439,2084.0732771159037
Jowar,Bihar,6,2017,4.289291620950218,1613.0188148129853
Cotton,TN,4,2016,1.6623444955569084,1387.427233573133
Rice,WB,6,2024,2.441014079287294,1761.9940112020176
Groundnut,WB,2,2022,3.152754846704454,1927.0350044905717
Barley,UP,9,2017,4.765571123145293,1951.753438836463
Bajra,Punjab,11,2022,1.7186143381573569,1489.9135736852695
Cotton,Bihar,3,2020,2.149752869560833,1713.8557168691307
Bajra,AP,7,2015,3.6858320655279866,1724.4188007591254
Barley,Bihar,1,2016,3.7844488408884756,1819.4915559832793
Jowar,Gujarat,8,2016,2.0739356139845695,1418.792944460491
Cotton,UP,4,2021,4.819051026306586,2421.538660843968
Bajra,TN,11,2020,2.1189241236164342,1523.999314848743
Groundnut,Haryana,12,2016,2.1382030846105473,1396.8311316465467
Maize,UP,5,2015,3.7244166921158945,1751.2844075323487
Wheat,MP,7,2019,2.9751228585097635,1514.660198287561
Maize,Gujarat,3,2016,1.5910408051507696,1434.937954114901
Barley,Punjab,9,2024,4.721781050263978,2284.2651395639577
Rice,MP,9,2024,1.7629965043636566,1441.012048484974
Wheat,MP,8,2020,2.0471104295538445,1399.294642232214
Soybean,TN,1,2016,4.639864028962541,1798.0761268474073
Groundnut,AP,12,2023,2.4635910368597846,1843.7390400313634
Soybean,Haryana,12,2019,4.361876348910586,1904.4218053834886
Cotton,WB,2,2021,2.0975002182947424,1845.9260970721296
Wheat,Maharashtra,2,2018,1.668644703706028,1552.1845256872705
Soybean,WB,3,2016,2.321557465936001,1680.0881490182055
Soybean,MP,2,2017,4.097055414884883,1867.085438583342
Bajra,Bihar,1,2019,3.819076422287506,2125.643633318144
Maize,Maharashtra,11,2015,2.587167976878054,1145.3274167908369
Bajra,TN,5,2018,3.717179656594468,1891.6530586464273
Wheat,Haryana,6,2018,3.8274396037603897,1845.7354733351474
Wheat,TN,7,2016,3.47638902249789,1695.3910170873626
Barley,Gujarat,10,2023,4.774334776149354,2128.061327932448
Bajra,Punjab,7,2020,4.277672806453294,2050.5755828061633
Sugarcane,MP,2,2023,4.355909862522235,2165.7579869504007
Maize,Bihar,7,2020,2.990630215019535,1652.2296863777538
Wheat,TN,2,2016,3.893647997867995,1823.3894196368587
Barley,Maharashtra,2,2015,2.1417294435434013,1481.1169839973832
Bajra,MP,12,2018,2.535842167156301,1424.6092200410176
Maize,Haryana,6,2015,3.2584683709670683,1592.9297559724891
Bajra,Bihar,6,2022,4.356874207328667,1987.3101427320557
Soybean,AP,8,2015,2.679262459817345,1252.189546614562
Barley,AP,5,2019,3.0393534043573225,1888.7184590772233
Maize,Maharashtra,5,2023,4.850694866019756,2422.9509889185797
Jowar,Punjab,10,2015,2.494342939919586,1450.0327236847647
Cotton,AP,1,2018,3.6632284829330333,1739.1640935536336
Cotton,MP,4,2022,1.8519028904293167,1623.9138948657976
Maize,Haryana,1,2022,2.94086619354605,1814.734269311974
Bajra,Punjab,10,2015,2.6553148675556892,1374.032013545771
Barley,WB,5,2022,1.5457524561439278,1758.5772838858707
Cotton,Haryana,8,2017,3.5482371748596075,1629.0314711338594
Barley,MP,1,2021,2.659977591074036,1598.3330187629329
Cotton,MP,3,2024,2.380858872707077,1935.2999486768442
Soybean,Gujarat,1,2015,4.624089307056819,1869.162649465896
Bajra,Punjab,6,2019,2.3036711981645763,1685.6246893469736
Soybean,Haryana,10,2018,2.9191996158224205,1584.0422020403405
Cotton,Punjab,1,2018,4.8230014025731265,2097.5408120565653
Jowar,Maharashtra,10,2019,1.7810745005423236,1380.699589384565
Jowar,UP,12,2017,4.7845214269807155,1853.4488408305983
Soybean,Punjab,3,2021,2.865751702116764,1868.1165446463403
Jowar,AP,5,2016,4.26824651050897,1890.294288100899
Cotton,MP,5,2015,2.745639280625747,1510.9824823967647
Maize,Gujarat,2,2020,2.954426350139436,1644.4391049668845
Soybean,WB,3,2015,3.0322250949873824,1699.0227998768141
Rice,Gujarat,9,2021,4.8138295176348125,2089.552848866409
Bajra,Haryana,1,2022,3.425890423591543,2099.4216090621785
Jowar,Maharashtra,1,2016,2.259066419012756,1433.2526662224955
Jowar,Maharashtra,12,2018,3.640288560907346,1811.5874746847655
Wheat,WB,2,2021,4.61314908863401,2043.5095606935383
Sugarcane,Punjab,8,2020,2.2503333859102863,1483.7771345455524
Soybean,Punjab,6,2016,2.6814424317840206,1632.143647352751
Groundnut,Haryana,4,2018,3.500120383549089,1921.3524405673897
Jowar,Haryana,7,2017,4.955402886851282,1880.08482197084
Bajra,Bihar,6,2023,3.128756418490533,1864.187425688016
Rice,Punjab,9,2020,3.545221585842952,1845.9388246930303
Jowar,Haryana,6,2016,1.9735797556884682,1201.5742646040953
Rice,Maharashtra,2,2016,4.153542855020324,1926.4990108353938
Cotton,UP,3,2017,2.269547824102628,1708.4139217108195
Cotton,MP,9,2019,2.6477255007442864,1408.4144457887535
Sugarcane,Punjab,7,2020,3.9834775243405423,1930.4261294368162
Maize,Bihar,6,2019,3.99432638158587,1940.003520563083
Groundnut,MP,5,2015,2.6157997235966146,1523.2425519683084
Wheat,AP,3,2015,4.476108498177842,1916.8623144278722
Sugarcane,UP,4,2021,4.281468391344668,2267.4027137531957
Barley,Gujarat,1,2024,3.6552264988637213,2053.7150973020307
Wheat,Punjab,5,2021,2.1254410819192096,1612.7541526268228
Soybean,Gujarat,7,2024,4.667079891635001,2072.0973301389486
Bajra,Bihar,2,2020,3.3459752047195686,1891.4622307605644
Barley,Punjab,11,2023,2.817414331209709,1917.5088654800018
Barley,Bihar,12,2016,4.745481629218903,1911.8253597512303
Sugarcane,TN,8,2015,4.90073779014671,1893.4842812230306
Maize,Bihar,12,2020,4.010174720394155,1942.0199550522664
Sugarcane,Haryana,10,2020,4.269815215868814,1744.5009077659174
Soybean,Haryana,6,2023,2.3636766677092016,1768.0594970607367
Jowar,Gujarat,10,2024,2.40578424160337,1656.5921350334984
Jowar,TN,3,2015,3.49219889305781,1655.585896845256
Maize,Bihar,2,2015,4.941210969906206,1827.546088431773
Soybean,AP,8,2024,4.1012853630928,2163.665323463194
Maize,Gujarat,4,2020,4.110966679005025,2140.955237104114
Rice,MP,7,2019,2.4015911737048414,1575.7035248269335
Jowar,Haryana,7,2020,2.969236984583513,1601.3772375565325
Barley,MP,10,2020,2.698853626690707,1569.79968454707
Groundnut,MP,9,2018,2.5579019694511667,1337.690830576072
Bajra,TN,10,2024,4.05885495418027,1909.0278918517506
Soybean,Gujarat,8,2022,1.8494893946655286,1560.2245803594333
Wheat,Maharashtra,12,2019,2.0790477072506013,1596.2810272865813
Maize,Gujarat,8,2020,2.9430351564528348,1695.0653544317888
Bajra,Maharashtra,7,2016,2.559547705086289,1311.0424594232134
Wheat,Bihar,10,2015,4.66179891443175,1841.1350132225177
Bajra,Maharashtra,5,2022,2.201551841357787,1902.5889094157521
Groundnut,Punjab,9,2020,2.3709508781237596,1538.7150054228957
Wheat,Bihar,12,2023,2.1232968979493245,1839.04901831116
Sugarcane,Maharashtra,11,2019,4.504225646808091,1888.6748325153903
Cotton,AP,7,2022,2.2072063588645507,1547.660363650995
Sugarcane,MP,12,2021,2.7322734689958885,1484.181727807932
Jowar,Bihar,11,2024,3.842589680499214,2111.768777644934
Cotton,MP,3,2015,1.7717113870856254,1387.5918297419607
Sugarcane,WB,12,2021,4.3582719497469276,2029.5334365118952
Cotton,Gujarat,6,2018,3.971877275451576,1844.8360561140883
Cotton,Maharashtra,3,2020,2.413631731753902,1581.2261605717108
Barley,MP,6,2023,2.871280972183258,1851.1165687487821
Maize,Maharashtra,8,2023,3.6702461554799233,1919.6221281408484
Maize,MP,9,2023,4.812601096468659,2092.7151597265547
Barley,AP,2,2019,3.7024116232099082,1949.1868793126928
Bajra,UP,6,2018,2.385639120509351,1522.1682771630135
Rice,AP,3,2020,3.1887386489435317,1937.5173510472393
Bajra,Haryana,7,2024,3.0736516328552668,1909.9665363457375
Wheat,Maharashtra,11,2019,3.3641258902567874,1632.0615496354258
Wheat,AP,4,2024,3.3166710076877193,2185.361716507264
Cotton,Punjab,5,2019,2.774183253925731,1627.0680088866566
Sugarcane,Maharashtra,10,2022,4.551392912781248,2235.029451038952
Sugarcane,TN,6,2024,2.6553892188172683,1944.6709597313795
Maize,Gujarat,11,2019,3.354833196817748,1982.6438696398668
Soybean,Gujarat,8,2015,2.4130209159341356,1214.6878276425787
Bajra,Haryana,2,2019,3.021805819507378,1780.078859531935
Jowar,Punjab,4,2019,3.8848683025261566,1937.883496442827
Groundnut,Haryana,11,2019,4.152496382203015,1865.6081238305937
Sugarcane,Bihar,4,2017,4.321777771998255,1933.7699025691586
Groundnut,Maharashtra,6,2023,4.078886018448156,2156.5118849211067
Cotton,Punjab,4,2019,3.1336437173795266,1884.2398909828164
Groundnut,WB,11,2016,1.631139360185715,1306.4809843563378
Jowar,MP,5,2019,3.335722236279687,1927.6856561225313
Barley,TN,5,2023,1.693027347036815,1491.8864145041468
Jowar,Maharashtra,8,2022,4.882574513183082,2287.8083078122113
Groundnut,TN,4,2020,2.822847719717857,1760.728840288502
Jowar,Punjab,12,2023,3.2628496406233154,2055.1065460757777
Rice,MP,6,2021,1.9534144416315253,1600.3347904839125
Cotton,Haryana,7,2016,4.985030086246078,2060.8140206913527
Bajra,Maharashtra,8,2015,3.2227063993209892,1621.798712549302
Barley,MP,9,2017,2.544014888142844,1515.4391548496346
Sugarcane,TN,10,2018,2.1756703359639236,1563.842554217387
Wheat,UP,8,2023,3.77475761621134,1871.382671660038
Bajra,Punjab,4,2019,3.027047345214294,2008.19133097226
Wheat,Punjab,4,2016,2.610654984122501,1535.036638616736
Cotton,TN,10,2024,1.533749084615744,1496.1332317086215
Barley,TN,11,2019,1.6273895844956814,1233.505558816783
Maize,Bihar,5,2016,3.9276459566023254,1753.916033360043
Sugarcane,Haryana,3,2023,3.1818916320519617,1798.6625358174806
Rice,TN,2,2020,4.471116450609177,2101.5573217916176
Maize,AP,2,2019,4.137349642946628,2009.4631595023588
Cotton,Gujarat,9,2016,3.507041597762054,1607.962029034246
Bajra,Gujarat,8,2021,3.463468071037538,1754.0660158310209
Rice,Maharashtra,6,2021,4.108707311235998,1914.8425265902029
Jowar,WB,9,2016,4.094068116599386,1679.213563085688
Groundnut,Maharashtra,5,2024,2.6708111580124156,2012.9634905023797
Rice,Bihar,12,2020,1.8686180895564615,1547.0490920530208
Cotton,MP,10,2024,4.2013987926106555,1902.0387573760015
Soybean,WB,1,2024,2.2808707840332643,1929.939455912308
Groundnut,MP,8,2017,4.269427788272553,1911.373376546664
Wheat,Gujarat,3,2022,3.663321031931921,2179.516496313443
Sugarcane,Gujarat,9,2019,2.7528603366061857,1675.6715310046297
Wheat,Gujarat,11,2022,4.482958752971641,2204.0427355472875
Rice,TN,1,2021,3.919089919245371,2033.657701313054
Wheat,Bihar,3,2022,3.4078789417072364,2013.279761025033
Cotton,AP,1,2015,2.5531498277860463,1521.1222722932246
Jowar,Maharashtra,1,2020,4.951982118027081,2217.562275731637
Bajra,MP,6,2017,4.434891797155233,1956.0073987511878
Sugarcane,UP,4,2019,1.9780150814573125,1521.5178815500115
Wheat,Maharashtra,10,2016,4.321800676336673,1718.0441632471077
Wheat,Punjab,4,2018,1.9206601031341735,1568.7494780591537
Rice,Haryana,5,2020,2.3671170561806574,1702.9927196202893
Bajra,WB,3,2015,4.851424172580796,1791.8198390325533
Maize,MP,12,2016,4.544666534741474,2010.1516949508164
Wheat,Bihar,2,2016,3.6210120142850983,1940.4021092552055
Cotton,Gujarat,10,2023,3.9469485873827113,1960.89498202402
Soybean,Punjab,8,2019,1.813633144244703,1318.64400947073
Sugarcane,Haryana,11,2019,2.663308498991079,1523.9885255640286
Wheat,MP,7,2020,2.6284861605578413,1605.5889181524358
Cotton,AP,10,2024,1.6143410596979089,1579.723856067057
Cotton,Gujarat,4,2017,3.964356673365046,1819.7199036409058
Sugarcane,MP,2,2023,2.5764398375917414,2096.9223827337255
Maize,UP,12,2017,3.7158243244755953,1772.3260919870577
Cotton,UP,9,2018,1.5952842033243662,1347.1450612278218
Soybean,Bihar,8,2023,1.5057521987251508,1616.3163075637715
Cotton,UP,4,2024,2.0950240252415444,1976.8287765562054
Cotton,AP,11,2022,3.960103144020009,2062.0048525455086
Cotton,Bihar,5,2020,3.614600088836202,1909.6443830329156
Jowar,WB,10,2022,2.2031720440557425,1600.385913086589
Jowar,AP,6,2015,3.331808713202826,1652.766497260879
Maize,Bihar,4,2018,3.6672718957400514,1980.8678837158925
Wheat,AP,2,2024,4.786307054437589,2244.0815152214395
Cotton,UP,5,2018,4.168490128102826,2070.329275471433
Bajra,WB,11,2016,1.9754168376959456,1528.1588893159708
Wheat,AP,1,2016,2.4458051753585677,1443.3637560417646
Maize,WB,7,2024,2.912201842013805,1884.0227002030813
Barley,Haryana,9,2023,1.8685170998250633,1682.7843525050291
Wheat,AP,3,2020,3.443748359485762,1819.1819250454225
Wheat,Maharashtra,6,2021,4.674824976454371,2184.8885579365424
Groundnut,Gujarat,9,2018,2.5723219582873265,1503.980165833792
Rice,UP,11,2017,4.946260625169542,1772.323099966114
Groundnut,MP,4,2017,2.3726111559620837,1422.701698022653
Soybean,WB,6,2019,3.1529323690447875,1938.89371700997
Jowar,UP,3,2020,2.700622663965663,1835.12226346928
Jowar,Punjab,9,2016,2.578401732107204,1394.2177253339696
Rice,Maharashtra,7,2021,2.822547804847344,1876.859844449244
Sugarcane,UP,7,2021,1.6134421293360464,1634.329379967371
Sugarcane,Gujarat,4,2015,3.362036190101371,1537.4219420247282
Maize,Maharashtra,6,2021,4.094933607656103,1971.8269558025
Rice,Gujarat,11,2018,4.523273708710541,1884.6304258062721
Wheat,UP,11,2018,2.6352431996663586,1577.7409992496073
Sugarcane,Maharashtra,8,2017,3.4264148326934665,1521.6633238722745
Cotton,MP,6,2023,4.62478609649646,2444.930780302657
Bajra,MP,6,2017,4.299552816649211,1658.9077403290064
Wheat,Gujarat,4,2018,3.124262521079721,1601.8086500855359
Soybean,Gujarat,8,2017,2.076961895690227,1286.4007846754873
Cotton,Haryana,10,2022,3.454058970910222,1876.762637506897
Cotton,MP,8,2022,4.9639366814610195,2392.2855418735116
Rice,MP,9,2024,4.151252148465074,2114.9208069416436
Maize,WB,6,2022,4.468079098500725,2177.2500486123354
Soybean,Bihar,2,2019,2.160665736046569,1708.2765614455275
Sugarcane,AP,4,2021,4.663619317942107,2227.4992657307207
Rice,WB,4,2017,1.5494291527214301,1379.455521585398
Sugarcane,Gujarat,8,2022,4.517740700974594,2016.9362632891614
Rice,TN,5,2024,2.33692263440932,1869.4454262748425
Rice,AP,4,2016,3.679496452222153,1911.6603420368383
Rice,TN,8,2022,2.525682205873461,1641.9342466810745
Maize,Punjab,3,2020,1.9735358314440485,1632.5290423920171
Rice,Gujarat,2,2016,2.3648428924233267,1465.7278807145624
Barley,UP,4,2020,3.1552490034689593,1857.807385492479
Bajra,Bihar,11,2024,4.71881488254539,2291.8313064746653
Sugarcane,TN,1,2016,2.861513788212581,1466.895748236887
Wheat,AP,1,2017,1.6955434003289978,1464.724012815194
Groundnut,Gujarat,5,2019,1.5831877239943348,1484.8279626165174
Soybean,WB,11,2015,2.2345471093650398,1365.5167139632993
Jowar,Haryana,1,2023,1.6821010386441033,1756.5964877292802
Maize,Maharashtra,4,2024,2.7989528070827525,1917.8894039111149
Wheat,MP,8,2017,2.8448854028831043,1445.7417938707254
Cotton,Bihar,8,2015,4.902492759225645,1671.8525568301409
Barley,Bihar,2,2020,2.5718210158217656,1696.1565011723615
Jowar,MP,3,2015,3.596269468031859,1688.3691750714547
Groundnut,MP,3,2017,4.365882961155984,2146.0370926148908
Wheat,MP,1,2021,3.295580033892705,1979.18415707458
Jowar,Haryana,11,2018,3.937999956564047,1668.8569589591632
Wheat,Punjab,3,2023,4.910360949287998,2264.3359288476013
Barley,Haryana,8,2021,2.6345331344101326,1876.6527051267362
Groundnut,WB,6,2019,1.7597370173978435,1482.682024621581
Cotton,Punjab,5,2023,3.006101277568154,1790.2151996742214
Rice,Maharashtra,10,2017,3.3922175159497767,1515.2249236529585
Sugarcane,MP,12,2022,3.529952465402179,1801.3875316569947
Cotton,Haryana,9,2022,4.084969115701047,1953.9664637579247
Rice,UP,7,2018,4.643297572192548,1945.2088201307383
Maize,WB,6,2015,3.250578416316744,1680.696302412941
Bajra,Maharashtra,5,2018,2.0019199662505174,1373.0510726694283
Soybean,Maharashtra,5,2023,2.911929507928423,1873.9260994316178
Soybean,AP,10,2024,2.0437928950399042,1706.2794677770462
Sugarcane,AP,9,2015,2.1380610437405916,1297.7669597711238
Groundnut,Maharashtra,10,2017,1.5059490270213853,1329.2558406596243
Barley,Punjab,6,2022,4.753992587072485,2016.7422905368742
Groundnut,Gujarat,12,2017,4.108409686659924,1840.5419785165373
Barley,WB,11,2016,1.850966161745961,1319.5103340454905
Groundnut,AP,4,2015,4.720372527688477,2015.0371672334247
Bajra,Bihar,4,2023,4.546254180437736,2291.0434965824284
Maize,MP,12,2024,4.684615062223368,2336.2027395712507
Maize,WB,4,2017,1.84059879878759,1600.2482272097782
Rice,Maharashtra,11,2021,1.779625842352928,1491.2060726417521
Jowar,Maharashtra,6,2024,1.7370734230144036,1712.1093840667093
Maize,UP,1,2017,4.8842278997192095,2020.2850071433509
Maize,Gujarat,9,2022,3.8116449965810664,1877.7665408515234
Cotton,MP,2,2023,2.1229372875195667,1678.301311922287
Cotton,Bihar,2,2022,4.752058198759865,2253.168926560903
Rice,TN,5,2019,3.051077639050304,1830.4153906211195
Jowar,AP,12,2024,4.249064418009206,2264.2596961822555
Sugarcane,UP,12,2016,3.726658820557603,1688.2772124463502
Cotton,Maharashtra,11,2020,3.7737917825490377,1855.4104077774803
Sugarcane,Gujarat,4,2022,3.039051981174138,1766.1779034351227
Wheat,Punjab,3,2016,2.882325823734139,1736.7537426272527
Cotton,UP,5,2020,2.066721836403886,1411.8358789782799
Bajra,Gujarat,7,2021,1.7477324603660895,1368.264810241664
Jowar,WB,10,2023,4.7479702544046924,2163.4222080998757
Rice,WB,2,2023,4.778182943113169,2399.3829584925966
Wheat,Haryana,6,2016,3.744542872993761,1848.2326876298412
Jowar,UP,4,2015,2.8582144997282173,1655.5008820238133
Bajra,WB,2,2021,1.587815029297144,1676.63863980208
Jowar,Maharashtra,1,2020,3.066796496761264,1855.8524706936805
Bajra,WB,8,2024,3.80641368485721,1751.2532298885671
Bajra,Gujarat,5,2024,2.5510039783776173,1957.0346784590363
Sugarcane,TN,10,2024,2.6985304158552896,1911.978436361946
Groundnut,AP,2,2018,3.153131933518519,1616.6465239249928
Wheat,Maharashtra,8,2023,3.2322121422126573,1879.0131978953348
Jowar,MP,3,2015,4.100026825864697,1663.1328308148627
Barley,Gujarat,7,2021,3.249164333200418,1877.0613019272828
Wheat,TN,2,2019,4.45846149581352,1983.1809941496801
Groundnut,WB,7,2019,3.1897178667952604,1925.5880635355252
Wheat,Bihar,4,2020,1.6116917261206445,1645.7000527259024
Maize,Haryana,10,2016,1.9949214044144918,1279.8899987483007
Barley,TN,1,2017,4.013566272073723,1855.972941087817
Groundnut,WB,5,2023,3.081516039607839,2045.4795714890067
Sugarcane,TN,12,2018,3.1142610166034297,1741.6750174344388
Jowar,TN,12,2020,4.923023811568095,2165.5973468317275
Soybean,Gujarat,4,2017,3.500115577537371,1674.7101095426513
Groundnut,Bihar,8,2017,1.9092212059832292,1373.9803801935107
Rice,WB,1,2023,3.0181403276728043,1901.3436129858273
Jowar,Bihar,2,2023,3.4646385242985556,1923.8548912674792
Groundnut,UP,5,2017,1.6311297102447067,1365.3613084948356
Maize,Gujarat,10,2017,2.776134492043589,1429.6920204539467
