crop,N,P,K,ph,region,fertilizer
Soybean,99,55,202,6.654376782017519,Maharashtra,Compost
Soybean,54,18,136,5.800127667485146,Bihar,SSP
Bajra,63,98,5,8.145408903259852,Gujarat,DAP
Maize,85,62,138,6.8156994522562515,Haryana,SSP
Bajra,21,141,188,4.494168058669092,Punjab,SSP
Wheat,59,132,33,6.392655481871708,Maharashtra,Ammonium Sulphate
Wheat,103,41,135,8.109815402132472,Gujarat,SSP
Barley,138,107,132,8.315405800068945,Maharashtra,Compost
Bajra,46,16,113,4.830286513330673,WB,SSP
Sugarcane,76,89,92,4.501498766824848,Bihar,SSP
Maize,17,143,174,5.934952929883362,Punjab,SSP
Wheat,21,31,141,4.327577227849013,Maharashtra,Urea
Barley,37,92,85,7.63179755445554,MP,DAP
Bajra,24,102,63,6.2376634589801245,WB,Vermicompost
Maize,31,24,42,4.991113776274759,Haryana,SSP
Bajra,12,51,46,4.512344656866562,TN,SSP
Soybean,10,12,54,8.63676034769693,WB,Compost
Barley,12,75,18,4.215299179966069,Bihar,SSP
Maize,96,68,130,4.489391962338913,Haryana,SSP
Jowar,100,48,104,5.171180995659934,Punjab,SSP
Cotton,37,16,177,4.473351952178359,Bihar,SSP
Cotton,0,109,37,7.221420933727169,Gujarat,MOP
Maize,38,8,152,5.091094636942745,Bihar,SSP
Bajra,26,44,166,6.399650207674819,UP,Urea
Barley,35,5,71,8.301215671312182,TN,Compost
Cotton,30,123,88,8.123860206634195,Gujarat,Ammonium Sulphate
Barley,126,54,71,4.731219557077637,Punjab,SSP
Cotton,5,113,74,4.443656453465664,Bihar,SSP
Soybean,88,48,171,7.321256323023547,MP,Compost
Bajra,30,113,175,5.051525938032469,Haryana,SSP
Soybean,99,102,171,7.907261806432616,Punjab,Compost
Cotton,72,85,117,6.1724430143255935,Gujarat,Vermicompost
Jowar,45,80,89,4.772599072577899,MP,SSP
Jowar,96,84,119,8.87108106786127,Maharashtra,NPK
Soybean,0,56,48,4.278070994093641,AP,SSP
Jowar,56,67,133,4.6214714231900285,Gujarat,SSP
Cotton,8,88,101,8.06018487988116,Haryana,Vermicompost
Maize,4,142,54,6.263426142624924,Haryana,Urea
Soybean,78,91,124,8.690258686568594,Maharashtra,Compost
Rice,113,115,120,4.564944635245076,MP,SSP
Bajra,8,63,66,4.784918614424045,Gujarat,SSP
Jowar,23,12,7,4.009122275688196,TN,SSP
Jowar,102,55,140,5.085578702548283,MP,SSP
Wheat,59,137,52,7.2863027855660825,Haryana,Urea
Sugarcane,85,80,118,7.616652212251532,Punjab,Ammonium Sulphate
Soybean,115,82,100,6.149697486524742,Maharashtra,Compost
Groundnut,83,128,173,5.286791183592693,Punjab,SSP
Jowar,89,16,168,7.581648792423256,Maharashtra,MOP
Bajra,88,28,61,4.863048725614142,AP,SSP
Rice,119,49,89,7.835429509428599,Maharashtra,MOP
Jowar,5,57,94,7.932948399781093,MP,DAP
Rice,51,122,123,6.205370828337797,Haryana,Vermicompost
Cotton,139,41,82,4.968037479101805,Bihar,SSP
Cotton,18,79,175,7.1493694808675095,Bihar,DAP
Sugarcane,74,83,32,8.26727218168341,AP,Ammonium Sulphate
Maize,129,27,96,6.647536573562439,UP,SSP
Groundnut,54,53,89,6.30533968806843,Haryana,Compost
Wheat,14,132,116,8.89611945354497,Punjab,Urea
Sugarcane,99,139,191,6.6871278046866856,Haryana,Ammonium Sulphate
Barley,68,41,122,4.171082075663531,Haryana,SSP
Wheat,42,42,161,6.510249964880452,Punjab,Urea
Soybean,16,103,42,6.226356868173817,AP,Compost
Bajra,97,33,166,5.460520002607314,AP,SSP
Barley,115,107,69,5.586767252893301,Gujarat,SSP
Barley,73,114,152,8.654126980114151,MP,DAP
Sugarcane,115,64,30,4.667984690865049,UP,SSP
Maize,29,67,31,7.820185707762345,Punjab,Vermicompost
Sugarcane,66,43,155,8.512098618525615,AP,Ammonium Sulphate
Soybean,50,130,203,5.297421065118945,AP,SSP
Jowar,59,87,26,4.3340730723771115,MP,SSP
Jowar,2,25,179,5.535730986539043,Bihar,SSP
Maize,103,36,200,6.164406560898803,MP,DAP
Soybean,4,32,105,8.757121391410456,Bihar,Compost
Maize,27,107,71,6.1507039505533845,MP,NPK
Rice,107,16,198,4.460284252912068,TN,DAP
Jowar,138,125,73,4.734443381160786,Punjab,SSP
Barley,100,115,86,5.763664041624846,Gujarat,SSP
Groundnut,75,83,102,4.920939128598416,Gujarat,SSP
Bajra,14,96,19,4.302836177993396,UP,SSP
Soybean,82,124,130,4.876299307100851,WB,SSP
Wheat,47,89,118,4.527453939126904,Maharashtra,Urea
Maize,126,84,108,5.013491469500675,AP,SSP
Bajra,45,19,176,8.982271563284465,Maharashtra,Vermicompost
Wheat,27,105,55,6.227042790621659,AP,Urea
Bajra,6,16,197,7.292997332476441,Punjab,MOP
Groundnut,93,136,157,4.826409573369379,TN,SSP
Wheat,81,39,193,8.246458515528827,Bihar,Compost
Sugarcane,87,99,149,5.334530649960923,Gujarat,SSP
Cotton,133,31,101,8.912452555792221,Haryana,Ammonium Sulphate
Sugarcane,67,129,56,8.183539147128183,Punjab,Ammonium Sulphate
Jowar,54,17,62,8.754357225571077,MP,MOP
Cotton,117,6,189,7.341510139731625,Gujarat,DAP
Sugarcane,133,41,170,7.290458944630977,AP,Ammonium Sulphate
Cotton,107,118,73,8.205485656893199,UP,NPK
Cotton,50,124,127,7.576811295225244,Gujarat,Vermicompost
Barley,37,73,41,7.030943709274522,MP,SSP
Maize,138,22,79,5.791344151257146,Haryana,SSP
Maize,92,52,112,5.114334315787081,Haryana,SSP
Barley,19,85,166,7.911222396078321,Haryana,Ammonium Sulphate
Bajra,9,70,39,5.930249423487673,Gujarat,SSP
Rice,25,110,192,4.306024464176037,Punjab,SSP
Bajra,47,62,43,6.398110384804596,Gujarat,NPK
Wheat,90,82,178,7.287558333072726,Gujarat,SSP
Wheat,113,11,122,4.1151923327119855,Bihar,SSP
Cotton,13,107,148,7.525605380091294,Bihar,SSP
Sugarcane,99,113,92,5.1234150885036875,UP,SSP
Sugarcane,11,13,163,5.111786212439915,UP,SSP
Maize,115,73,18,6.81440754166103,AP,MOP
Soybean,122,136,51,5.6864710458679735,Gujarat,SSP
Bajra,22,137,164,6.252918687730544,WB,SSP
Jowar,84,60,111,6.565212745736009,MP,DAP
Groundnut,71,60,81,8.605115856992349,AP,Compost
Sugarcane,121,48,106,5.024502840576931,Gujarat,SSP
Groundnut,136,76,21,6.321535636278062,TN,Compost
Cotton,94,136,128,7.929935355569524,Maharashtra,MOP
Groundnut,24,19,128,5.025836052823474,WB,SSP
Jowar,16,124,188,4.4119084397370205,WB,SSP
Barley,28,114,168,4.088822528547785,Bihar,SSP
Jowar,66,86,121,4.51866499336491,MP,SSP
Groundnut,84,88,174,5.372952693704445,Haryana,SSP
Jowar,56,5,86,6.046282225995115,Punjab,Ammonium Sulphate
Rice,71,143,151,6.9688695501880344,AP,Vermicompost
Cotton,13,97,139,5.00045255298417,Haryana,SSP
Bajra,38,92,59,5.3484786322058095,AP,SSP
Barley,17,88,162,7.495402197997801,TN,Ammonium Sulphate
Sugarcane,74,49,80,8.54503971681511,MP,Ammonium Sulphate
Wheat,101,78,124,4.677573738704858,Punjab,SSP
Bajra,19,72,33,6.362575608082825,Maharashtra,DAP
Wheat,116,8,199,5.477089452052523,AP,SSP
Cotton,116,52,166,6.6398512774403,Punjab,Compost
Barley,3,101,166,4.595655672671771,Bihar,SSP
Maize,83,141,90,5.3551953765540325,Punjab,SSP
Sugarcane,138,94,6,7.544308832975044,WB,Ammonium Sulphate
Rice,113,64,159,8.096549794142103,Maharashtra,DAP
Maize,64,56,51,7.108227224964363,MP,Compost
Cotton,43,128,104,8.722294868409186,AP,Compost
Bajra,117,90,61,7.264502580148096,AP,NPK
Rice,99,101,126,7.732965451357108,Haryana,Urea
Jowar,17,52,149,5.787136030401907,Bihar,SSP
Groundnut,127,137,102,4.849341373532174,Punjab,SSP
Rice,37,31,158,7.28938654700785,UP,Urea
Cotton,135,5,129,8.595434326362216,UP,DAP
Soybean,103,55,142,8.9095049976585,Gujarat,Compost
Groundnut,12,103,43,6.250235441734423,UP,Compost
Wheat,54,104,13,6.698534209803215,UP,Ammonium Sulphate
Sugarcane,87,107,29,5.556075275548094,Gujarat,SSP
Wheat,84,51,152,7.362573955358026,Haryana,Ammonium Sulphate
Rice,108,19,19,7.826103907133651,WB,DAP
Wheat,42,41,117,4.205982705275512,WB,Urea
Cotton,131,134,95,8.233144099473218,MP,Compost
Jowar,70,80,143,6.568991620410946,AP,MOP
Bajra,11,36,148,6.898574615163963,Gujarat,MOP
Sugarcane,58,59,154,5.031130689646176,Gujarat,SSP
Wheat,43,103,194,4.051502455877672,AP,Urea
Wheat,15,60,156,8.761016584342705,MP,Urea
Rice,133,33,168,8.642001997099563,Maharashtra,SSP
Bajra,13,113,150,7.871700900698695,Maharashtra,SSP
Maize,114,88,152,6.367986653913845,Bihar,NPK
Wheat,111,120,12,5.588105015178814,MP,SSP
Cotton,122,75,19,4.780390537864212,TN,MOP
Soybean,57,86,81,4.404602041694884,Maharashtra,SSP
Sugarcane,119,57,129,6.286525371838032,WB,Ammonium Sulphate
Wheat,34,89,82,7.961236152927368,Bihar,Urea
Cotton,9,90,51,7.629610989221824,Haryana,MOP
Cotton,80,80,123,7.779669938210553,Maharashtra,NPK
Sugarcane,43,15,156,4.593250808413061,UP,SSP
Maize,70,80,51,8.313745477778273,Gujarat,MOP
Cotton,17,34,22,8.019861846341769,Maharashtra,MOP
Soybean,82,83,164,4.4704439665169655,UP,SSP
Cotton,78,111,174,5.782664044317153,AP,SSP
Cotton,85,86,100,5.876121015989318,WB,SSP
Cotton,41,140,169,7.675557966702028,Punjab,Urea
Jowar,123,24,37,8.302416999689587,MP,Compost
Jowar,29,16,133,5.878628190322139,Haryana,SSP
Maize,19,71,96,4.654194420919983,Maharashtra,SSP
Wheat,125,130,159,4.4128084180098375,Bihar,SSP
Cotton,95,144,21,7.194210393006461,Haryana,MOP
Bajra,124,58,50,6.489890726102173,Punjab,DAP
Wheat,41,84,83,8.510240955598496,WB,Urea
Maize,88,128,99,8.76764054708109,TN,MOP
Barley,86,78,166,8.490287896999659,TN,MOP
Wheat,4,136,7,4.378167926359621,Gujarat,Urea
Wheat,49,120,60,5.42131910511824,UP,Urea
Groundnut,40,63,144,5.19403707091001,Maharashtra,SSP
Rice,93,68,30,4.343315882121557,Gujarat,SSP
Groundnut,56,132,156,8.591362694952593,Punjab,Compost
Soybean,134,22,64,8.473930287770365,Punjab,Compost
Jowar,132,86,62,5.953835808015522,Maharashtra,SSP
Jowar,50,35,195,8.793549801372919,Maharashtra,Urea
Rice,105,88,12,6.816728144491371,Bihar,SSP
Sugarcane,135,46,30,6.1701581016291485,Maharashtra,Ammonium Sulphate
Sugarcane,10,135,114,6.748250106633664,Gujarat,Ammonium Sulphate
Maize,97,89,190,6.110277825188971,Bihar,Ammonium Sulphate
Rice,98,14,170,5.459436134084677,Maharashtra,DAP
Wheat,138,75,53,4.905510714448092,TN,SSP
Sugarcane,95,26,47,6.303125915855181,WB,Ammonium Sulphate
Cotton,105,80,191,6.653884068467091,UP,Compost
Bajra,0,17,25,8.108108559984078,TN,DAP
Wheat,45,127,145,6.366892594655027,Maharashtra,Urea
Soybean,87,101,103,8.147058509378148,Bihar,Compost
Cotton,21,99,135,8.773261004859563,MP,Ammonium Sulphate
Cotton,2,55,93,7.607437977736777,Gujarat,NPK
Rice,129,87,164,4.5985723680032295,Punjab,SSP
Maize,60,100,25,6.306326596436711,WB,NPK
Soybean,37,94,18,8.28354864935849,Bihar,Compost
Sugarcane,45,130,140,6.458210026162532,Punjab,Ammonium Sulphate
Rice,133,17,11,8.05363844481203,MP,DAP
Sugarcane,40,122,103,7.879473115151608,Gujarat,Ammonium Sulphate
Rice,138,79,191,4.799223890206131,Punjab,SSP
Rice,109,23,134,5.647441429488666,Gujarat,DAP
Rice,40,102,73,7.81955503430372,MP,Urea
Maize,56,115,176,4.795889731465332,WB,SSP
Rice,122,112,70,6.113948533903496,TN,Vermicompost
Barley,85,39,22,4.68678192996839,Haryana,SSP
Bajra,62,97,148,5.178520433247147,MP,SSP
Sugarcane,38,104,16,5.428105189226896,Punjab,SSP
Wheat,137,100,112,6.651326108140237,Maharashtra,Ammonium Sulphate
Groundnut,26,88,64,8.559523081811363,AP,Compost
Soybean,80,71,58,5.927788552752501,UP,SSP
Jowar,106,140,44,8.249828238521419,Bihar,SSP
Maize,35,23,175,7.475888405501037,Punjab,Ammonium Sulphate
Wheat,84,35,154,7.9022684603994495,Bihar,DAP
Cotton,27,36,8,7.81103131944162,Punjab,MOP
Barley,15,59,25,5.510590095535702,Bihar,SSP
Jowar,34,107,155,5.181252370953334,TN,SSP
Groundnut,98,55,174,8.887916184316072,WB,Compost
Wheat,121,126,95,7.6891372090344134,WB,Ammonium Sulphate
Jowar,22,96,45,5.828891390619301,TN,SSP
Wheat,118,114,148,6.771911619656164,Bihar,NPK
Barley,62,47,100,7.879359603183352,AP,DAP
Groundnut,69,79,40,4.278841037813428,WB,SSP
Cotton,79,75,126,4.495162581687476,Maharashtra,SSP
Rice,58,76,21,4.12539736920674,Maharashtra,SSP
Sugarcane,16,107,186,4.820334726048469,WB,SSP
Cotton,38,45,95,4.596772072464179,Gujarat,SSP
Rice,76,82,139,6.315264889008518,UP,Urea
Maize,91,28,122,5.435997390342348,Bihar,SSP
Bajra,23,34,173,4.227947758493892,Haryana,SSP
Soybean,87,56,106,6.247219093185947,Bihar,Compost
Soybean,43,61,66,6.892883793236141,AP,Compost
Sugarcane,35,83,122,5.851151334300347,WB,SSP
Groundnut,98,121,88,5.301745129360446,UP,SSP
Barley,69,35,61,5.952277950693615,WB,SSP
Groundnut,121,80,103,6.599491049649432,Haryana,Compost
Barley,123,34,37,6.180138740748305,MP,DAP
Groundnut,79,117,30,4.466377569313437,Gujarat,SSP
Bajra,44,142,92,6.2841912513736835,Haryana,SSP
Maize,138,138,28,7.601666218166871,WB,MOP
Maize,30,24,35,8.09998522853965,Bihar,SSP
Rice,84,24,31,6.197691959990313,TN,DAP
Jowar,44,16,53,8.968965707207612,WB,Urea
Maize,114,89,77,8.214291405422749,Haryana,DAP
Maize,66,53,198,5.076925105879091,MP,SSP
Cotton,75,14,202,6.283850563763605,UP,MOP
Cotton,39,9,163,5.477319902224977,Gujarat,SSP
Rice,40,68,157,6.751199508419832,Haryana,NPK
Jowar,119,140,20,5.120594544570975,Haryana,SSP
Sugarcane,80,21,113,4.176146503435905,AP,SSP
Cotton,37,71,138,8.521909074194202,Maharashtra,Compost
Sugarcane,99,25,91,6.5988037060544045,UP,Ammonium Sulphate
Wheat,56,20,115,8.574810889130752,AP,SSP
Cotton,65,31,125,4.590757816453871,UP,SSP
Bajra,29,119,201,4.757412869316092,Bihar,SSP
Jowar,9,10,149,5.132420306725782,Punjab,SSP
Rice,60,46,13,6.285594767275532,Punjab,Vermicompost
Wheat,35,7,94,8.400010470219318,Gujarat,Urea
Jowar,53,44,194,7.252059551811868,Haryana,Ammonium Sulphate
Bajra,96,24,17,4.275023777879019,WB,SSP
Jowar,3,11,139,6.0359773770437535,Punjab,Compost
Bajra,53,63,22,7.616272882068148,WB,Vermicompost
Bajra,110,143,105,5.611931784854933,Gujarat,SSP
Sugarcane,90,97,49,6.462807943334244,TN,Ammonium Sulphate
Groundnut,88,56,156,7.557153524550456,Bihar,Compost
Wheat,63,135,187,8.824925552084174,Maharashtra,Urea
Jowar,118,25,36,5.66606731944213,Gujarat,SSP
Barley,91,15,11,7.721887299519108,WB,Urea
Wheat,80,54,24,7.7370161118875815,AP,Ammonium Sulphate
Groundnut,58,13,126,6.713511219678816,Haryana,Compost
Wheat,43,49,151,8.066822762166865,Haryana,Urea
Maize,75,33,114,6.680581769875976,TN,Compost
Barley,100,66,194,7.1249952134930545,Maharashtra,Vermicompost
Groundnut,124,19,18,8.186110388035068,WB,Compost
Sugarcane,15,23,164,6.381327861910567,Bihar,Ammonium Sulphate
Jowar,54,39,13,6.389777155292699,Punjab,MOP
Soybean,94,71,104,6.955195135959201,AP,Compost
Groundnut,78,99,181,8.02097302919691,Punjab,Compost
Rice,76,59,94,4.635930666063599,Punjab,SSP
Jowar,39,39,97,7.856084956522524,Haryana,DAP
Groundnut,20,20,20,5.473795539678022,Bihar,SSP
Maize,65,133,156,4.355166224846559,MP,SSP
Soybean,135,18,162,7.960877898447046,MP,Compost
Maize,9,66,140,4.725715920492547,Punjab,SSP
Soybean,131,139,83,5.066312833895855,Punjab,SSP
Rice,42,103,118,7.530839058711043,Gujarat,Vermicompost
Jowar,104,33,142,6.822613616984167,Haryana,Compost
Sugarcane,62,97,168,8.602481343325891,Haryana,Ammonium Sulphate
Maize,81,10,28,8.771672656869626,Punjab,Ammonium Sulphate
Maize,50,93,140,5.569807946716045,Gujarat,SSP
Bajra,55,6,5,5.62098721026732,AP,SSP
Soybean,33,100,78,5.04870883735507,UP,SSP
Cotton,58,40,115,6.5880828002958225,AP,Vermicompost
Jowar,129,100,106,5.889938221085206,Bihar,SSP
Soybean,129,41,165,4.073264121909241,UP,SSP
Bajra,137,106,35,5.9747763806639504,Maharashtra,SSP
Wheat,117,73,81,4.308508405381715,Haryana,SSP
Soybean,127,74,66,7.995220171870943,Punjab,Compost
Sugarcane,16,111,39,8.644465314023503,TN,Ammonium Sulphate
Jowar,81,19,176,5.479119180445421,UP,SSP
Bajra,13,102,179,7.253566153249835,WB,MOP
Wheat,80,51,164,4.442604807765226,TN,SSP
Barley,122,112,195,5.817619330889613,MP,SSP
Bajra,15,112,26,6.879565419950309,TN,DAP
Barley,31,73,139,4.520863184963037,MP,SSP
Jowar,22,56,138,5.8856994891502525,Haryana,SSP
Maize,101,6,173,8.776205916551149,Maharashtra,Compost
Bajra,97,49,16,4.8304136468229775,TN,SSP
Rice,103,115,172,7.101147826169746,UP,Compost
Barley,125,96,201,8.166739012623733,Haryana,Urea
Sugarcane,67,126,190,7.855854354012471,Bihar,Ammonium Sulphate
Rice,63,69,135,7.856909604769615,WB,Urea
Groundnut,70,120,104,4.295613274037378,Maharashtra,SSP
Groundnut,17,131,47,8.86800894963763,MP,Compost
Wheat,112,71,78,7.635722311877474,TN,SSP
Maize,124,98,12,8.771704657153442,Punjab,Vermicompost
Jowar,126,133,145,8.896293922213301,Gujarat,DAP
Bajra,60,63,188,5.785014079032877,Punjab,SSP
Cotton,74,119,151,6.716911787289718,WB,DAP
Sugarcane,106,120,27,7.647326311180176,Bihar,Ammonium Sulphate
Barley,138,51,47,8.245418935871943,MP,DAP
Jowar,80,113,28,8.854737338924203,Bihar,Vermicompost
Rice,105,22,135,8.872280134560112,UP,DAP
Groundnut,27,117,146,5.638769933648772,Punjab,SSP
Sugarcane,7,37,165,7.402390693434413,TN,Ammonium Sulphate
Cotton,90,28,91,4.734663436262597,Bihar,SSP
Bajra,120,40,159,8.052621207667986,Gujarat,MOP
Wheat,65,64,144,4.797505406965093,Maharashtra,SSP
Cotton,94,94,50,8.453401576331146,AP,MOP
Sugarcane,63,55,115,8.895499746591517,Gujarat,Ammonium Sulphate
Cotton,64,108,203,4.431741560152647,Maharashtra,SSP
Sugarcane,124,20,50,6.561795422476093,Gujarat,Ammonium Sulphate
Sugarcane,13,137,86,5.323658654743642,UP,SSP
Soybean,24,138,148,6.350171462306356,AP,Compost
Barley,99,34,62,5.468873456628362,Haryana,SSP
Groundnut,104,55,146,4.328235740388514,WB,SSP
Soybean,130,76,89,5.970644620577421,Maharashtra,SSP
Bajra,132,132,175,5.022848657510094,Haryana,SSP
Soybean,64,111,29,6.746448391063717,MP,Compost
Maize,18,131,106,7.402782729028841,UP,Compost
Maize,105,133,147,6.026535703098835,Punjab,SSP
Groundnut,53,98,78,5.018199860002424,UP,SSP
Cotton,137,62,162,4.958524498399559,WB,SSP
Barley,103,17,48,4.0119355262976235,Maharashtra,SSP
Groundnut,14,31,141,7.511925215945643,UP,Compost
Sugarcane,47,125,96,5.265630635262989,Haryana,SSP
Rice,138,144,86,8.85369902825649,Maharashtra,DAP
Barley,33,22,143,7.73528583584713,WB,Vermicompost
Barley,98,123,106,5.476892316044518,Haryana,SSP
Sugarcane,18,19,70,4.794728721958945,WB,SSP
Sugarcane,69,101,26,7.121719447282347,UP,Ammonium Sulphate
Wheat,114,78,91,8.32278816243685,Maharashtra,NPK
Groundnut,95,51,152,6.9216138611087334,Bihar,Compost
Sugarcane,74,23,113,4.054870773280051,Punjab,SSP
Maize,35,95,161,7.931483319468342,TN,SSP
Bajra,62,35,94,8.821114208615409,MP,MOP
Rice,92,20,195,4.237360175129758,Bihar,DAP
Groundnut,4,82,45,8.045651968955458,UP,Compost
Jowar,24,27,127,7.594976161004024,WB,Urea
Maize,97,45,116,5.98748075172289,Gujarat,SSP
Cotton,11,16,97,7.170356000459998,MP,SSP
Sugarcane,136,79,87,4.794026121552458,MP,SSP
Jowar,83,89,52,7.600475192644684,TN,NPK
Sugarcane,28,75,31,6.906207726454781,UP,Ammonium Sulphate
Barley,108,130,98,4.432918162835357,Bihar,SSP
Maize,26,74,163,8.34119272454602,UP,Compost
Barley,54,8,96,4.641809345526403,Haryana,SSP
Wheat,132,67,157,6.191518262443709,Maharashtra,MOP
Barley,51,54,181,4.655867474306121,AP,SSP
Wheat,12,34,202,7.230608174944446,Bihar,Urea
Wheat,41,20,196,7.689276299879795,Haryana,Urea
Jowar,78,8,60,8.736162150999993,Bihar,NPK
Sugarcane,17,30,139,5.263019841924715,Gujarat,SSP
Cotton,49,143,74,5.83148640906496,Maharashtra,SSP
Barley,1,96,167,5.933590279427193,Punjab,SSP
Maize,86,112,25,4.48500522700266,UP,SSP
Wheat,106,55,51,8.039535162721013,WB,Ammonium Sulphate
Sugarcane,46,46,64,4.4135429939195525,TN,SSP
Rice,88,139,116,5.692722931630518,AP,SSP
Groundnut,11,22,149,4.951919811137061,MP,SSP
Jowar,12,7,94,7.321898498780698,Maharashtra,MOP
Cotton,136,24,21,8.527850175291732,Gujarat,MOP
Soybean,58,102,203,7.732422778865038,TN,Compost
Jowar,42,77,157,7.872592237519031,WB,SSP
Rice,73,78,166,4.3925139357969645,Gujarat,SSP
Groundnut,22,127,30,7.694805214128225,Haryana,Compost
Rice,78,74,10,4.31265272289734,Maharashtra,SSP
Barley,22,83,14,6.421034073186711,AP,DAP
Wheat,100,46,85,7.459723005543365,Punjab,MOP
Cotton,108,48,135,5.273673509595469,Punjab,SSP
Bajra,110,84,63,7.412840897468442,Punjab,Vermicompost
Wheat,16,71,116,8.40265360827711,MP,Urea
Bajra,85,24,84,8.389827718620445,Haryana,Urea
Groundnut,38,51,201,4.960519130968601,WB,SSP
Sugarcane,40,28,52,5.372577653587786,MP,SSP
Soybean,47,27,155,7.3301887210992,WB,Compost
Maize,76,133,95,8.20657801743502,Gujarat,MOP
Wheat,0,127,137,6.276093462040594,Haryana,Urea
Cotton,116,119,188,8.610999960885033,UP,Vermicompost
Rice,18,70,170,6.873072732502892,Punjab,Compost
Cotton,58,137,80,5.309737791407792,TN,SSP
Groundnut,106,22,89,4.099829773718038,Maharashtra,SSP
Bajra,137,121,11,8.03679397423102,Gujarat,Urea
Rice,27,39,149,4.4640207391258935,Gujarat,SSP
Maize,33,110,13,4.39221490036451,WB,SSP
Maize,38,43,93,7.885666548314142,MP,SSP
Wheat,125,95,178,4.158248698030116,MP,SSP
Groundnut,82,118,41,8.213800409638269,Gujarat,Compost
Sugarcane,105,143,139,6.993623160411941,Gujarat,Ammonium Sulphate
Groundnut,109,39,21,7.182726755931106,AP,Compost
Bajra,120,88,123,8.690255368175098,Punjab,DAP
Cotton,106,80,45,8.33345700684729,WB,MOP
Maize,130,61,68,4.379977005035423,MP,SSP
Cotton,22,32,87,8.264927794045466,MP,Urea
Cotton,70,70,61,7.335725162884641,AP,Vermicompost
Cotton,106,69,49,5.583866392314889,Maharashtra,MOP
Maize,45,55,77,8.266803841452402,Bihar,NPK
Jowar,69,95,113,4.116493906212563,TN,SSP
Barley,30,141,114,8.187719156076561,Haryana,SSP
Bajra,92,70,140,7.1009545886973005,WB,Urea
Jowar,136,137,114,5.305839023538744,Haryana,SSP
Bajra,117,85,113,4.029785468517768,Bihar,SSP
Rice,80,67,95,6.606625899939099,UP,Ammonium Sulphate
Groundnut,59,103,91,6.111281878087255,TN,Compost
Groundnut,75,55,142,8.31273884589141,Maharashtra,Compost
Soybean,62,76,186,7.939577125370478,Maharashtra,Compost
Groundnut,99,47,198,6.948289484013081,UP,Compost
Maize,47,71,48,4.754245194066282,TN,SSP
Sugarcane,73,69,52,7.630620039055536,WB,Ammonium Sulphate
Wheat,57,66,75,6.968112100686439,Bihar,DAP
Soybean,29,94,6,4.112716711138264,Gujarat,SSP
Wheat,9,108,84,7.809035036413707,WB,Urea
Bajra,38,55,122,8.158602614236624,Gujarat,Vermicompost
Wheat,54,111,10,7.872470453337911,Haryana,Compost
Wheat,27,42,84,4.881652745342024,Maharashtra,Urea
Soybean,117,71,93,6.512502803891323,Bihar,Compost
Rice,113,81,49,6.6364081102959425,Maharashtra,Ammonium Sulphate
Cotton,74,104,14,8.671772219904907,AP,MOP
Groundnut,64,109,141,8.62801937795836,UP,Compost
Groundnut,80,52,36,4.311397196127282,Gujarat,SSP
Maize,99,144,6,8.995986075036678,AP,Vermicompost
Soybean,99,24,25,7.933449930215738,TN,Compost
Maize,45,107,135,5.877658118262149,Bihar,SSP
Sugarcane,59,76,97,7.716412517479089,Bihar,Ammonium Sulphate
Sugarcane,136,121,125,5.883250456279749,WB,SSP
Maize,96,115,27,8.681396178993882,MP,MOP
Soybean,2,134,169,5.890565899156791,UP,SSP
